"Conta_Total","Gorjeta","Genero","Fumante","Dia","Horario","Tamanho_Mesa","Avaliacao_Servico","Possui_Criancas","Percentual_Esperado_Gorjeta"
9.76,1.54,"Masculino","Sim","Sex","Jantar",2,3,"Nao",0.1177
25.82,3.4,"Masculino","Sim","Sex","Jantar",4,3,"Nao",0.1105
14.92,2.29,"Feminino","Sim","Sex","Jantar",4,1,"Nao",0.1084
31.58,7.52,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.2387
18.33,3.52,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2082
22.74,2.75,"Masculino","Sim","Dom","Jantar",3,4,"Nao",0.1316
7.26,2,"Masculino","Nao","Sex","Jantar",3,4,"Sim",0.2463
19.91,2.92,"Feminino","Nao","Qui","Jantar",3,4,"Sim",0.1318
14.64,1.61,"Masculino","Nao","Sab","Jantar",3,4,"Nao",0.1732
9.82,2.54,"Masculino","Nao","Qui","Almoco",3,3,"Sim",0.2333
9.58,0.61,"Masculino","Nao","Sab","Jantar",3,1,"Sim",0.1035
17.86,2.72,"Masculino","Nao","Sex","Jantar",3,3,"Sim",0.1316
10.06,1.35,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.2453
15.37,3.12,"Masculino","Sim","Qui","Almoco",2,4,"Nao",0.2204
35.14,4.23,"Feminino","Nao","Sab","Jantar",2,5,"Sim",0.131
13.56,2.03,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.1464
21.2,6.26,"Masculino","Nao","Sab","Jantar",6,3,"Sim",0.2404
6.29,1.97,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.244
19.78,4.77,"Masculino","Sim","Sab","Jantar",3,4,"Nao",0.2262
15.87,3.36,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.2471
8.81,2.34,"Masculino","Sim","Sab","Jantar",5,4,"Nao",0.1737
49.99,11.74,"Feminino","Sim","Sab","Jantar",3,4,"Nao",0.2246
42.91,6.33,"Feminino","Nao","Sab","Jantar",3,1,"Nao",0.1847
20.99,1.82,"Feminino","Nao","Qui","Jantar",2,2,"Sim",0.1085
49.28,13.76,"Masculino","Sim","Dom","Jantar",2,5,"Nao",0.2154
15.88,1.74,"Feminino","Sim","Sex","Almoco",2,3,"Nao",0.1004
24.3,5.19,"Masculino","Nao","Sab","Almoco",3,5,"Nao",0.2067
12.9,3.23,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.2371
21.69,4.14,"Masculino","Nao","Sab","Jantar",2,1,"Sim",0.2138
16.98,4.39,"Feminino","Nao","Dom","Almoco",2,5,"Nao",0.1629
12.79,4.67,"Masculino","Sim","Sab","Almoco",5,5,"Nao",0.2174
17.11,1.24,"Masculino","Nao","Sex","Jantar",2,3,"Sim",0.1352
11.19,2.28,"Masculino","Sim","Qui","Jantar",5,5,"Nao",0.2006
9.02,1.68,"Masculino","Sim","Sab","Jantar",4,4,"Nao",0.2062
16.84,1.82,"Masculino","Nao","Qui","Jantar",2,1,"Nao",0.1449
20.55,2.7,"Masculino","Nao","Qui","Jantar",5,4,"Nao",0.1195
30.97,6.63,"Feminino","Nao","Qui","Jantar",2,2,"Nao",0.2084
7.82,1.12,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1445
12.77,1.82,"Masculino","Nao","Qui","Almoco",1,3,"Nao",0.1769
21.49,3.21,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1609
25.57,5.26,"Masculino","Nao","Sab","Jantar",2,2,"Nao",0.1964
16.64,1.95,"Masculino","Sim","Dom","Almoco",3,4,"Nao",0.1205
9.19,0.95,"Masculino","Sim","Qui","Jantar",2,3,"Nao",0.1317
27.27,5.14,"Masculino","Nao","Sex","Jantar",2,2,"Nao",0.1936
17.78,2.11,"Masculino","Nao","Dom","Jantar",2,2,"Nao",0.1112
9.69,1.37,"Masculino","Nao","Sex","Jantar",4,4,"Nao",0.171
13.59,2.53,"Feminino","Nao","Sab","Jantar",5,4,"Nao",0.1362
10.68,1.59,"Masculino","Sim","Sab","Jantar",2,5,"Sim",0.1234
23.43,2.22,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1038
37.95,5.44,"Masculino","Sim","Dom","Jantar",2,5,"Sim",0.1341
24.2,4.94,"Feminino","Sim","Qui","Jantar",3,2,"Nao",0.2062
20.68,3.41,"Feminino","Sim","Dom","Jantar",2,3,"Sim",0.1775
19.61,2.17,"Feminino","Sim","Qui","Jantar",4,5,"Nao",0.1142
18.43,2.29,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1019
16.22,1.61,"Masculino","Sim","Qui","Jantar",2,2,"Nao",0.1033
26.87,6.17,"Masculino","Sim","Qui","Jantar",4,4,"Nao",0.2368
17,3.92,"Masculino","Sim","Qui","Jantar",5,4,"Nao",0.232
19.36,3.97,"Masculino","Sim","Sex","Almoco",3,3,"Nao",0.2234
26.88,2.93,"Masculino","Sim","Sab","Almoco",2,1,"Sim",0.1528
31.19,8.6,"Masculino","Nao","Sab","Jantar",4,5,"Nao",0.2167
19.29,3.91,"Masculino","Sim","Sex","Jantar",2,4,"Sim",0.2032
13.82,2.21,"Masculino","Sim","Qui","Almoco",2,1,"Nao",0.1798
23.6,4.73,"Masculino","Sim","Sab","Jantar",2,2,"Nao",0.1817
38.57,7.06,"Masculino","Nao","Qui","Almoco",4,2,"Nao",0.1906
35.28,3.43,"Masculino","Nao","Sex","Jantar",3,3,"Nao",0.1122
17.08,3.09,"Masculino","Sim","Qui","Almoco",2,3,"Nao",0.1288
20.95,4.3,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1766
21.89,4.29,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.2097
45.1,13.2,"Masculino","Nao","Dom","Almoco",2,5,"Nao",0.2425
17.62,2.38,"Feminino","Nao","Dom","Almoco",2,5,"Sim",0.1335
10.57,3.13,"Masculino","Sim","Sex","Jantar",4,5,"Sim",0.2482
12.95,2.79,"Feminino","Nao","Sab","Jantar",4,2,"Nao",0.2367
33.5,8.65,"Masculino","Sim","Qui","Jantar",3,4,"Nao",0.234
31.87,6.29,"Feminino","Nao","Qui","Jantar",3,3,"Nao",0.1973
15.59,1.5,"Masculino","Sim","Dom","Jantar",2,3,"Nao",0.154
28.7,4.34,"Masculino","Sim","Sab","Jantar",2,4,"Sim",0.1765
17.8,2.69,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1636
10.7,2.57,"Masculino","Sim","Dom","Almoco",4,3,"Nao",0.1467
12.62,2.67,"Feminino","Sim","Qui","Jantar",2,4,"Nao",0.1977
31.24,4.24,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.1042
13.48,3.99,"Masculino","Nao","Sex","Jantar",2,2,"Nao",0.2172
20.69,2.43,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1065
45.51,5.07,"Masculino","Sim","Dom","Jantar",2,4,"Sim",0.1131
22.69,4.34,"Feminino","Nao","Sex","Jantar",3,4,"Nao",0.1373
19.13,4.36,"Feminino","Nao","Sab","Jantar",6,4,"Nao",0.2049
21.44,5.35,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2465
17.87,2.87,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2125
24.14,2.15,"Masculino","Sim","Sex","Jantar",5,4,"Nao",0.1128
16.13,5.02,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.2304
12.54,2.28,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.153
16.69,2.44,"Feminino","Nao","Dom","Jantar",2,4,"Sim",0.1439
65.92,9.74,"Feminino","Nao","Sex","Almoco",2,3,"Sim",0.1551
19.02,4.21,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.2146
20.07,2.75,"Feminino","Sim","Sab","Almoco",2,4,"Nao",0.1583
17.82,3.78,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2379
21.78,5.01,"Masculino","Nao","Dom","Jantar",5,4,"Nao",0.2277
19.9,2.55,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1135
15.94,5.64,"Masculino","Nao","Dom","Jantar",4,5,"Sim",0.2399
28.88,4.88,"Masculino","Nao","Sex","Jantar",3,4,"Nao",0.1805
9.27,1.66,"Masculino","Sim","Qui","Jantar",3,3,"Sim",0.1323
17.83,5.1,"Masculino","Nao","Sab","Jantar",3,5,"Nao",0.2425
8.96,1.62,"Masculino","Sim","Qui","Almoco",2,4,"Nao",0.2173
17.57,3,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.1647
30.92,6.68,"Masculino","Nao","Sex","Jantar",3,5,"Nao",0.1719
27.74,8.01,"Masculino","Sim","Sab","Jantar",2,5,"Sim",0.2201
26.79,5.69,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2045
15.29,3.99,"Masculino","Sim","Dom","Jantar",2,4,"Nao",0.2246
22.59,3.06,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1079
30.65,5.49,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1583
15.88,2.95,"Masculino","Nao","Dom","Jantar",6,4,"Sim",0.1697
49.19,9.3,"Feminino","Nao","Dom","Almoco",5,3,"Sim",0.2006
35.09,4.78,"Masculino","Nao","Qui","Jantar",4,2,"Nao",0.137
28.91,4.52,"Masculino","Nao","Qui","Jantar",2,2,"Sim",0.154
33.32,5.26,"Feminino","Nao","Sab","Jantar",4,5,"Nao",0.1452
9.87,1.98,"Masculino","Nao","Qui","Jantar",3,5,"Nao",0.2185
17.14,3.72,"Masculino","Sim","Dom","Jantar",4,4,"Nao",0.2162
32.63,8.11,"Masculino","Nao","Qui","Jantar",2,2,"Nao",0.2294
27.87,5.73,"Masculino","Sim","Sab","Jantar",5,3,"Sim",0.1904
37.79,8.67,"Masculino","Sim","Sex","Almoco",2,2,"Nao",0.2438
11.26,1.9,"Feminino","Sim","Sab","Jantar",2,5,"Sim",0.1852
31.49,6.29,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.2047
12.29,3.13,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2356
9.29,2.08,"Feminino","Nao","Qui","Jantar",1,3,"Nao",0.2261
25.29,5.8,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.2386
35.1,5.35,"Masculino","Sim","Sex","Almoco",2,5,"Nao",0.1294
21.17,4.29,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.1844
7.39,0.81,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1614
8.36,1.15,"Masculino","Sim","Sex","Almoco",2,3,"Nao",0.2294
27.53,6.29,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.199
8.96,1.98,"Masculino","Nao","Dom","Jantar",2,4,"Sim",0.1529
7.84,0.74,"Masculino","Sim","Sab","Jantar",5,5,"Sim",0.1563
19.74,3.74,"Masculino","Nao","Sex","Almoco",2,4,"Nao",0.1943
17.79,4.17,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.2299
11.51,1.05,"Masculino","Nao","Qui","Jantar",2,1,"Sim",0.1282
50.49,9.48,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1954
5.77,1.05,"Masculino","Nao","Sex","Almoco",2,4,"Nao",0.1944
12.12,1.82,"Masculino","Nao","Dom","Jantar",3,1,"Nao",0.156
37.7,3.88,"Masculino","Nao","Sab","Jantar",4,4,"Nao",0.1225
32.44,4.06,"Masculino","Sim","Qui","Almoco",2,4,"Nao",0.1423
12.52,2.23,"Masculino","Sim","Sab","Jantar",2,5,"Nao",0.1328
9.53,1.18,"Feminino","Nao","Sex","Jantar",2,2,"Nao",0.1817
12.04,3.1,"Masculino","Nao","Qui","Almoco",2,3,"Nao",0.212
24.85,4.44,"Masculino","Sim","Qui","Almoco",2,5,"Nao",0.1741
25.4,4.37,"Masculino","Sim","Sex","Jantar",3,4,"Nao",0.2022
18.54,4,"Masculino","Sim","Sab","Jantar",4,4,"Sim",0.2165
27.78,4.5,"Masculino","Nao","Sex","Jantar",2,5,"Nao",0.1056
24.25,3.84,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.1931
14.72,4.55,"Feminino","Nao","Sab","Jantar",4,5,"Nao",0.2174
34.42,7.76,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.2265
37.98,6.42,"Feminino","Sim","Sab","Jantar",2,2,"Nao",0.1744
8.17,2.13,"Feminino","Nao","Dom","Jantar",4,5,"Sim",0.2069
41.93,11.55,"Masculino","Nao","Sab","Almoco",2,5,"Nao",0.2458
17.6,3.29,"Feminino","Sim","Qui","Jantar",5,5,"Nao",0.1125
37.21,9.59,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.2168
25.84,3.85,"Masculino","Sim","Qui","Jantar",5,3,"Nao",0.1441
65.28,9.65,"Feminino","Nao","Dom","Almoco",3,1,"Nao",0.1669
24.76,5.37,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.2118
11.39,1.6,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.1575
22.13,3.44,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2062
28.61,6.18,"Feminino","Sim","Sab","Jantar",2,3,"Sim",0.2363
17.57,3.57,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1853
34.77,8,"Masculino","Sim","Qui","Almoco",5,4,"Nao",0.249
36.37,7.01,"Masculino","Nao","Sab","Jantar",3,3,"Nao",0.1643
6.68,1.42,"Masculino","Nao","Qui","Jantar",2,2,"Sim",0.1757
25.08,6.19,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.2414
18.05,0.5,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1093
38.35,5.95,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.1426
9.4,1.99,"Feminino","Nao","Qui","Jantar",4,4,"Nao",0.1803
6.85,1.4,"Feminino","Nao","Qui","Jantar",2,3,"Nao",0.2442
27.27,5.46,"Masculino","Nao","Qui","Almoco",2,3,"Nao",0.1849
23.07,5.69,"Feminino","Sim","Dom","Jantar",2,2,"Nao",0.1927
12.56,1.53,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.179
32.55,6.66,"Feminino","Sim","Qui","Jantar",3,4,"Nao",0.1688
24.67,4.88,"Feminino","Nao","Qui","Almoco",2,5,"Nao",0.1632
11.65,0.75,"Masculino","Nao","Sab","Jantar",3,4,"Nao",0.1045
24.07,6.17,"Feminino","Nao","Sab","Almoco",2,5,"Nao",0.1903
23.44,5.7,"Feminino","Sim","Dom","Jantar",2,4,"Nao",0.2125
44.39,10.12,"Masculino","Nao","Qui","Almoco",2,4,"Sim",0.2241
42.74,7.69,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1894
21.19,4.32,"Masculino","Nao","Qui","Jantar",4,5,"Nao",0.1832
23.34,4.18,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1873
34.6,5.41,"Masculino","Sim","Sab","Almoco",4,3,"Nao",0.1634
14.2,3.96,"Masculino","Sim","Qui","Jantar",2,4,"Nao",0.2356
36.86,3.81,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1129
24.75,6.49,"Masculino","Nao","Qui","Jantar",5,5,"Nao",0.2156
20.23,1.7,"Masculino","Nao","Dom","Jantar",2,4,"Sim",0.108
29.28,5.42,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.1685
21.26,4.69,"Masculino","Sim","Qui","Jantar",4,4,"Nao",0.215
28.92,5.83,"Masculino","Nao","Qui","Jantar",1,1,"Sim",0.225
18.11,2.37,"Feminino","Sim","Sab","Almoco",2,4,"Nao",0.1668
26.58,6.37,"Masculino","Nao","Sab","Jantar",2,4,"Sim",0.2191
23.2,3.43,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1504
11.74,2.51,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2016
21.08,4.77,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.2086
8.65,2.03,"Feminino","Nao","Qui","Jantar",2,3,"Sim",0.1824
17.17,3.42,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.2038
27.01,4.64,"Masculino","Sim","Sab","Jantar",2,4,"Sim",0.1593
33.92,5.33,"Feminino","Sim","Dom","Jantar",2,2,"Nao",0.1274
34.08,6.46,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.1619
30.45,6.9,"Masculino","Nao","Qui","Almoco",3,4,"Nao",0.2341
36.08,7.75,"Masculino","Sim","Qui","Jantar",2,5,"Nao",0.1818
11.82,1.32,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.1418
21.34,5.62,"Masculino","Nao","Dom","Almoco",2,4,"Nao",0.2269
46.47,10.69,"Masculino","Sim","Sex","Jantar",2,4,"Nao",0.2116
60.39,12.09,"Feminino","Sim","Sab","Almoco",2,1,"Nao",0.2442
11.26,3.33,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2413
21.11,5.9,"Masculino","Sim","Qui","Almoco",2,5,"Nao",0.2323
19.87,3.59,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1787
34.76,5.23,"Masculino","Sim","Qui","Jantar",4,5,"Sim",0.1426
24.56,3.26,"Masculino","Sim","Qui","Jantar",4,5,"Sim",0.133
14.31,2.68,"Feminino","Nao","Dom","Jantar",2,1,"Nao",0.1681
28.54,6.58,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.2444
59.73,12.41,"Masculino","Nao","Dom","Almoco",2,3,"Nao",0.2171
28.05,5.61,"Masculino","Sim","Sex","Almoco",2,5,"Nao",0.1719
16.95,5.46,"Masculino","Nao","Dom","Jantar",2,5,"Sim",0.2262
9.88,1.49,"Masculino","Nao","Sex","Jantar",4,4,"Nao",0.1971
9.37,1.99,"Feminino","Nao","Dom","Jantar",2,3,"Nao",0.2211
9.45,2.79,"Masculino","Sim","Sab","Jantar",3,4,"Nao",0.1542
25.57,6.44,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.2125
43.08,6.04,"Feminino","Nao","Dom","Jantar",4,2,"Nao",0.1813
13.64,1.94,"Feminino","Nao","Dom","Jantar",4,1,"Nao",0.1666
22.17,3.21,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.1064
32.25,4.96,"Feminino","Sim","Sab","Jantar",2,5,"Nao",0.1131
22.69,3.96,"Masculino","Sim","Sab","Jantar",2,4,"Sim",0.1775
14.34,2.29,"Masculino","Nao","Qui","Jantar",2,5,"Nao",0.1572
28.2,8.07,"Feminino","Sim","Dom","Jantar",1,5,"Nao",0.2219
39.24,5.45,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.1557
39.9,5.35,"Feminino","Sim","Qui","Jantar",2,5,"Nao",0.1098
15.48,1.38,"Masculino","Nao","Sex","Jantar",2,4,"Nao",0.1345
45.15,6.64,"Masculino","Nao","Sab","Jantar",2,1,"Nao",0.2105
7.62,2.41,"Masculino","Nao","Dom","Almoco",2,4,"Sim",0.2027
24.81,5.79,"Feminino","Sim","Dom","Jantar",2,5,"Nao",0.1645
34.41,4.39,"Masculino","Sim","Dom","Jantar",4,3,"Nao",0.1275
17.36,2.31,"Masculino","Nao","Sex","Jantar",3,5,"Sim",0.121
40.23,9.69,"Masculino","Nao","Dom","Jantar",3,2,"Nao",0.246
23.35,4.24,"Masculino","Nao","Sab","Jantar",4,3,"Sim",0.1721
15.55,2.79,"Masculino","Nao","Sab","Almoco",4,4,"Nao",0.1444
10.69,1.77,"Feminino","Nao","Sab","Almoco",2,4,"Nao",0.2257
11.23,2.13,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1596
16.74,4.97,"Masculino","Nao","Dom","Almoco",3,5,"Sim",0.2336
47.65,9.66,"Feminino","Nao","Sab","Almoco",6,4,"Sim",0.2191
36.16,6.23,"Feminino","Nao","Qui","Jantar",6,5,"Sim",0.1281
31.65,6.53,"Masculino","Nao","Sex","Jantar",2,5,"Nao",0.1853
22.32,4.81,"Masculino","Sim","Dom","Jantar",4,4,"Nao",0.2166
13.92,0.96,"Masculino","Nao","Qui","Jantar",3,5,"Nao",0.1004
14.77,3.52,"Feminino","Nao","Sab","Jantar",2,4,"Nao",0.2393
18.87,4.06,"Feminino","Nao","Dom","Jantar",2,5,"Nao",0.131
39.72,7.22,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.184
29.61,4.13,"Masculino","Sim","Dom","Almoco",2,4,"Nao",0.1444
8.88,1.55,"Masculino","Nao","Sab","Almoco",3,3,"Nao",0.211
36.63,12.36,"Feminino","Sim","Sex","Almoco",2,5,"Nao",0.2382
26.78,6.78,"Feminino","Nao","Sab","Jantar",3,5,"Nao",0.2267
18.42,2.75,"Masculino","Sim","Dom","Jantar",4,4,"Nao",0.1501
17.15,1.62,"Feminino","Sim","Qui","Jantar",2,5,"Sim",0.1032
48.6,11.32,"Feminino","Sim","Qui","Almoco",2,4,"Nao",0.2234
30.95,5.26,"Masculino","Sim","Qui","Jantar",5,4,"Nao",0.1736
30.65,6.5,"Masculino","Sim","Dom","Jantar",4,2,"Sim",0.232
19.76,2.92,"Feminino","Sim","Sab","Jantar",2,4,"Nao",0.1216
16.59,3.74,"Feminino","Nao","Dom","Almoco",2,3,"Nao",0.237
32.07,7.78,"Feminino","Sim","Qui","Jantar",2,5,"Nao",0.1917
15.34,2.71,"Feminino","Nao","Qui","Almoco",3,5,"Nao",0.1278
21,4.59,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.2377
28.29,3.26,"Masculino","Sim","Sex","Jantar",2,5,"Nao",0.1059
15.36,3.36,"Masculino","Nao","Sex","Jantar",2,5,"Sim",0.2131
24.19,5.95,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2438
18.83,4.76,"Masculino","Nao","Sab","Jantar",4,5,"Nao",0.2011
18.59,3.62,"Masculino","Sim","Dom","Almoco",4,3,"Nao",0.1772
29.69,4.87,"Feminino","Nao","Sab","Almoco",4,4,"Nao",0.1643
51.15,8.21,"Feminino","Nao","Dom","Jantar",4,2,"Nao",0.1488
8.87,1.86,"Masculino","Nao","Sab","Jantar",2,5,"Sim",0.1053
42.33,4.97,"Feminino","Nao","Sab","Jantar",2,2,"Nao",0.1243
36.97,4.31,"Masculino","Nao","Qui","Jantar",2,3,"Sim",0.1074
18.63,2.27,"Masculino","Sim","Dom","Almoco",2,4,"Nao",0.1132
19.94,3.13,"Masculino","Nao","Dom","Jantar",2,4,"Nao",0.142
11.77,2.64,"Feminino","Nao","Qui","Jantar",4,3,"Sim",0.2203
14.17,3.91,"Masculino","Sim","Sab","Jantar",3,1,"Nao",0.2394
11.84,2.41,"Masculino","Nao","Dom","Jantar",2,1,"Sim",0.1535
23.65,3.18,"Masculino","Nao","Qui","Almoco",5,3,"Nao",0.1609
11.65,2.21,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.1771
25.14,4.35,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.1838
16.95,4.55,"Masculino","Sim","Dom","Jantar",2,2,"Nao",0.2452
31.07,7.36,"Masculino","Nao","Sab","Jantar",2,5,"Nao",0.2295
20.86,5.18,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.2369
37.11,5.15,"Masculino","Sim","Dom","Jantar",2,4,"Nao",0.1403
18.14,3.73,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1933
10.9,2.63,"Feminino","Sim","Sab","Jantar",2,4,"Sim",0.196
17.17,2.99,"Feminino","Nao","Dom","Jantar",2,4,"Nao",0.2284
34.41,4.9,"Feminino","Nao","Sab","Jantar",2,3,"Sim",0.1458
17.44,3.39,"Masculino","Sim","Qui","Jantar",5,4,"Sim",0.1403
40.9,6.36,"Masculino","Sim","Qui","Jantar",1,2,"Nao",0.1416
16.97,2.66,"Masculino","Nao","Sab","Jantar",2,2,"Sim",0.1928
14.78,3.49,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2288
21.06,2.46,"Masculino","Sim","Qui","Almoco",6,4,"Nao",0.1054
29.04,4.81,"Feminino","Nao","Sab","Almoco",4,5,"Nao",0.1192
19.34,2.16,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.1263
16.45,3.75,"Feminino","Sim","Sab","Jantar",3,4,"Nao",0.2289
19.84,4.46,"Masculino","Sim","Dom","Jantar",4,5,"Nao",0.1852
27.65,4.54,"Masculino","Nao","Qui","Jantar",2,3,"Nao",0.1646
22.79,5.47,"Feminino","Nao","Dom","Jantar",5,4,"Nao",0.2491
14.2,2.94,"Masculino","Sim","Qui","Jantar",2,2,"Nao",0.2054
12.68,4.08,"Masculino","Nao","Sab","Almoco",3,5,"Sim",0.2051
15.99,1.28,"Masculino","Sim","Sab","Jantar",2,4,"Nao",0.1067
17.06,3.75,"Masculino","Sim","Sab","Almoco",6,3,"Nao",0.1762
26.52,6.09,"Masculino","Nao","Dom","Jantar",2,5,"Nao",0.1841
21.62,2.51,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1489
9.89,3.18,"Masculino","Sim","Sex","Jantar",2,3,"Nao",0.2428
35.97,8.94,"Masculino","Nao","Qui","Jantar",2,4,"Nao",0.2292
6.76,1.41,"Masculino","Nao","Sab","Almoco",2,3,"Nao",0.2372
13.16,2.13,"Masculino","Sim","Qui","Jantar",2,4,"Sim",0.1705
66.1,12.28,"Masculino","Sim","Sex","Jantar",5,4,"Nao",0.181
36.78,5.44,"Feminino","Nao","Sex","Almoco",4,5,"Sim",0.126
19.15,3.87,"Masculino","Sim","Dom","Jantar",3,2,"Nao",0.2111
21.16,3.46,"Masculino","Sim","Sab","Almoco",3,5,"Nao",0.1696
29.81,5.59,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.1846
35.76,5.95,"Masculino","Nao","Sab","Jantar",5,3,"Nao",0.1816
37.57,8.37,"Feminino","Nao","Sex","Jantar",2,4,"Nao",0.2082
37.16,8.25,"Masculino","Nao","Dom","Jantar",2,3,"Nao",0.2329
13.51,3.16,"Masculino","Sim","Sab","Almoco",2,2,"Nao",0.2185
42.57,5.34,"Feminino","Nao","Sab","Jantar",2,2,"Nao",0.1061
13.72,1.85,"Masculino","Nao","Sab","Jantar",4,3,"Nao",0.1133
29.64,6.33,"Feminino","Nao","Qui","Jantar",1,4,"Nao",0.2125
16.69,5.17,"Masculino","Nao","Sab","Almoco",2,4,"Nao",0.2396
40.78,11.28,"Masculino","Sim","Sex","Jantar",2,5,"Nao",0.2451
102.82,18.98,"Masculino","Nao","Qui","Jantar",2,2,"Nao",0.1876
13.6,0.97,"Masculino","Nao","Sab","Jantar",2,1,"Nao",0.1079
101.54,11.62,"Masculino","Nao","Dom","Jantar",4,2,"Nao",0.1163
17.28,4.49,"Feminino","Nao","Dom","Almoco",2,4,"Nao",0.2027
5,1.18,"Feminino","Nao","Sex","Almoco",3,5,"Nao",0.2084
18.95,1.83,"Feminino","Sim","Qui","Jantar",3,2,"Sim",0.1117
43.64,9.86,"Masculino","Nao","Dom","Jantar",6,4,"Nao",0.2376
29.82,6.11,"Feminino","Nao","Sab","Jantar",2,5,"Nao",0.1669
35.23,8.75,"Masculino","Nao","Dom","Almoco",6,5,"Nao",0.1969
32.69,3.39,"Masculino","Nao","Sab","Jantar",2,4,"Nao",0.1026
31.4,7.91,"Feminino","Nao","Sab","Jantar",3,2,"Nao",0.2424
13.43,1.65,"Masculino","Nao","Dom","Almoco",2,2,"Nao",0.1736
72.59,16.09,"Masculino","Sim","Qui","Almoco",6,5,"Nao",0.1682
25.88,6.13,"Feminino","Nao","Qui","Jantar",2,4,"Nao",0.2164
8.67,1.66,"Masculino","Nao","Sab","Almoco",4,2,"Nao",0.204
12.77,1.01,"Feminino","Nao","Sab","Jantar",2,3,"Nao",0.1139
7.22,1.16,"Masculino","Nao","Sab","Jantar",2,3,"Nao",0.2051
